"added_by_id","added_at","artist","track_name","track_popularity","track_duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"andrewjsa",2020-05-27,"Bahamas","All The Time",66,235,0.711,0.464,4,-4.816,0,0.0488,0.648,0.00373,0.0846,0.507,127.274,4
"1294274344",2020-05-27,"St. Vincent","Surgeon",0,265.1,0.496,0.724,9,-7.964,0,0.0433,0.0963,0.0261,0.118,0.369,139.913,4
"andrewjsa",2020-05-28,"Isaiah Rashad","Why Worry",53,150.6,0.287,0.87,1,-6.689,0,0.293,0.00291,0,0.0609,0.681,81.162,4
"thetopher",2020-05-28,"Prof","Andre The Giant",0,188.8,0.773,0.47,6,-8.134,1,0.276,0.229,0.000367,0.0582,0.522,74.966,4
"1294274344",2020-05-28,"Cibo Matto","Birthday Cake",37,196.3,0.701,0.737,2,-9.411,1,0.193,0.00113,0.00534,0.128,0.484,100.164,4
"",2020-05-29,"Palehound","Cinnamon",46,214.1,0.395,0.704,5,-8.485,1,0.0405,0.246,0.392,0.101,0.345,136.199,4
"thetopher",2020-05-29,"Mac Miller","Complicated",62,232.2,0.831,0.36,0,-8.073,1,0.052,0.136,0.00217,0.0703,0.601,75.014,4
"1294274344",2020-05-31,"Pavement","Cut Your Hair",0,186.8,0.477,0.731,4,-9.814,0,0.0313,0.00556,0.00169,0.236,0.63,110.815,4
"andrewjsa",2020-05-31,"Whitney","Southern Nights",56,212.6,0.568,0.295,7,-7.867,0,0.0494,0.993,0.499,0.14,0.43,84.225,4
"thetopher",2020-05-31,"Fugazi","Combination Lock",26,186.8,0.585,0.628,2,-10.802,1,0.0312,0.0014,0.753,0.513,0.94,98.538,4
"1294274344",2020-06-01,"Khruangbin","Cómo Me Quieres",52,225.2,0.549,0.532,6,-10.047,1,0.0423,0.00605,0.883,0.371,0.564,85.477,4
"thetopher",2020-06-02,"Vince Staples","Feels Like Summer",48,149,0.851,0.602,8,-6.132,1,0.205,0.167,7.25e-06,0.733,0.651,100,4
"thetopher",2020-06-03,"Parquet Courts","Violence",0,245.5,0.446,0.942,4,-2.523,0,0.218,0.0297,0.000166,0.11,0.707,185.604,4
"1294274344",2020-06-03,"Ruen Brothers","Aces",20,191.1,0.517,0.979,6,-1.098,1,0.054,0.092,0,0.28,0.681,141.208,4
"andrewjsa",2020-06-03,"The Main Squeeze","Karma",37,240.5,0.489,0.704,2,-5.037,1,0.103,0.0527,2.84e-06,0.0941,0.51,157.898,4
"thetopher",2020-06-05,"Gang Of Four","Ether",0,231.1,0.533,0.881,4,-5.929,0,0.182,0.00104,0.00111,0.0645,0.515,164.848,4
"1294274344",2020-06-05,"Glass Animals","Season 2 Episode 3",62,243.5,0.742,0.289,5,-7.833,0,0.115,0.543,4.57e-05,0.228,0.71,147.986,4
"",2020-06-06,"Mac DeMarco","Freaking Out the Neighborhood",71,173.9,0.565,0.832,8,-5.751,0,0.108,0.0639,0.0291,0.386,0.847,143.302,4
"",2020-06-06,"Steely Dan","Do It Again",70,356.7,0.682,0.537,2,-10.254,0,0.0323,0.218,3.07e-05,0.0556,0.963,124.574,4
"thetopher",2020-06-07,"Run The Jewels","the ground below",48,152.2,0.692,0.785,7,-6.659,1,0.224,0.00117,0,0.0804,0.403,89.952,4
"1294274344",2020-06-08,"The Shins","Phantom Limb",0,287.6,0.515,0.847,9,-4.841,1,0.0374,0.000475,0,0.0944,0.482,119.852,4
"andrewjsa",2020-06-08,"RMR","RASCAL",32,180.2,0.485,0.43,1,-5.417,1,0.0306,0.771,0,0.115,0.408,143.771,4
"1294274344",2020-06-10,"Yaeji","Drink I’m Sippin On",45,201.4,0.731,0.502,4,-10.285,0,0.0721,0.0163,0.0341,0.169,0.496,130.093,4
"thetopher",2020-06-10,"fIREHOSE","Brave Captain",40,195.8,0.438,0.826,2,-8.616,1,0.0469,0.0678,7.2e-06,0.0267,0.766,171.45,4
"thetopher",2020-06-12,"Playboy Manbaby","You Can Be A Fascist Too",25,147.3,0.402,0.879,7,-5.961,1,0.0365,3.85e-05,0.0113,0.386,0.856,185.411,4
"1294274344",2020-06-12,"Animal Collective","Summertime Clothes",0,270.1,0.492,0.873,4,-5.512,1,0.093,0.00178,0,0.832,0.323,136.017,4
"1294274344",2020-06-13,"Blonde Redhead","3 O'clock",18,265,0.71,0.583,8,-7.637,0,0.0267,0.578,0.00298,0.146,0.545,113.018,4
"",2020-06-14,"Beastie Boys","So What'Cha Want - Remastered 2009",57,216.9,0.7,0.942,5,-7.355,0,0.237,0.0469,2.93e-05,0.0666,0.766,171.37,4
"1294274344",2020-06-14,"Cibo Matto","Beef Jerky",38,148.4,0.601,0.466,1,-12.661,1,0.134,0.0691,0.213,0.11,0.137,97.323,4
"andrewjsa",2020-06-15,"Blanco Brown","Temporary Insanity",30,242.8,0.731,0.321,10,-11.465,1,0.0428,0.484,1.15e-06,0.151,0.462,77.459,3
"thetopher",2020-06-15,"Hot Snakes","Six Wave Hold-Down",0,203.4,0.377,0.991,5,-4.035,1,0.0508,3.3e-06,0.0932,0.365,0.537,77.275,4
"1294274344",2020-06-16,"Mitski","First Love / Late Spring",76,278.6,0.443,0.545,0,-8.196,1,0.0273,0.000813,0.0137,0.202,0.104,99.914,4
"1294274344",2020-06-17,"BADBADNOTGOOD","Sour Soul",44,166,0.563,0.684,2,-7.413,0,0.253,0.102,0.00065,0.283,0.501,83.319,4
"thetopher",2020-06-18,"Jawbox","Breathe",10,168.8,0.41,0.951,9,-6.963,0,0.0403,0.000291,0.734,0.269,0.523,96.282,4
"1294274344",2020-06-19,"Morcheeba","Never an Easy Way",33,402.9,0.609,0.472,7,-11.42,1,0.0476,0.132,0.614,0.125,0.419,146.067,4
"thetopher",2020-06-19,"Sneaker Pimps","6 Underground",40,251.3,0.672,0.606,7,-8.619,1,0.0323,0.301,0.26,0.11,0.291,88.487,4
"",2020-06-20,"Death Grips","Dilemma",36,233.6,0.361,0.758,0,-5.52,1,0.0699,0.461,1.46e-05,0.934,0.0924,150.323,4
"thetopher",2020-06-20,"Shocking Blue","Love Buzz",46,225.5,0.69,0.548,10,-9.587,0,0.352,0.0259,0.00243,0.106,0.717,121.509,4
"1294274344",2020-06-21,"Best Coast","Boyfriend",45,149.8,0.26,0.879,0,-3.85,1,0.0524,0.085,0.132,0.144,0.611,115.024,4
"thetopher",2020-06-21,"J Hus","Fortune Teller",0,154.9,0.569,0.662,1,-6.152,1,0.34,0.0224,1.29e-06,0.299,0.319,129.528,5
"thetopher",2020-06-22,"Glockabelle","Wolf BBQ",4,158.4,0.356,0.859,0,-4.665,1,0.0704,0.000745,0.0422,0.32,0.607,137.038,4
"",2020-06-22,"Anuel AA","Hasta Que Dios Diga",77,246,0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021,4
"thetopher",2020-06-23,"Big Thief","Not",0,367.1,0.422,0.788,11,-6.57,1,0.0556,0.101,0.00282,0.16,0.544,140.423,4
"1294274344",2020-06-23,"Molly Burch","Downhearted",28,264.2,0.589,0.565,2,-8.213,1,0.0335,0.45,3.79e-06,0.124,0.64,123.57,4
"thetopher",2020-06-24,"The Weakerthans","Aside",40,201,0.18,0.895,6,-6.442,1,0.0894,0.00791,0.000216,0.267,0.288,174.648,4
"1294274344",2020-06-24,"Parquet Courts","Master Of My Craft",33,190.3,0.162,0.867,2,-6.778,1,0.069,0.034,0.837,0.581,0.572,187.607,4
"andrewjsa",2020-06-24,"Hillbilly J.E.D","All That Survived",2,210.9,0.352,0.688,2,-6.26,0,0.0287,0.0478,0.00832,0.146,0.144,98.193,4
"1294274344",2020-06-25,"The Sound Defects","Angels",39,303.9,0.539,0.616,5,-10.159,0,0.0268,0.137,0.895,0.299,0.34,163.943,4
"thetopher",2020-06-26,"Tom Gabel","Anna Is a Stool Pigeon - EP Version",34,266.2,0.612,0.934,5,-2.23,0,0.0362,0.146,2.03e-06,0.136,0.868,122.125,4
"",2020-06-27,"TOBACCO","Hungry Eyes",16,192.1,0.771,0.724,5,-6.633,1,0.0364,0.125,0.715,0.145,0.896,106.067,4
"thetopher",2020-06-28,"Siouxsie and the Banshees","Monitor",0,334.7,0.461,0.836,7,-6.518,1,0.035,0.407,3.31e-05,0.414,0.27,95.84,4
"1294274344",2020-06-29,"Tennis","Origins",53,208.1,0.578,0.825,5,-4.659,0,0.0284,0.0463,0.0201,0.162,0.951,113.907,4
"thetopher",2020-07-03,"Slow Mass","Sub Yellow",4,329.7,0.516,0.3,7,-12.851,1,0.0376,0.585,0.405,0.0797,0.0352,130.048,4
"thetopher",2020-07-03,"Denzel Curry","DIET_",58,143.7,0.724,0.771,5,-6.208,0,0.369,0.0889,0,0.362,0.867,90.565,4
"1294274344",2020-07-04,"A Tribe Called Quest","Description of a Fool",34,341.7,0.808,0.911,11,-4.087,0,0.0832,0.0482,0.00193,0.0367,0.739,107.868,4
"thetopher",2020-07-04,"The Sidekicks","DMT",33,248.8,0.132,0.766,2,-6.343,1,0.0372,9.87e-05,2.55e-05,0.481,0.331,161.929,4
"thetopher",2020-07-05,"U.S. Girls","Incidental Boogie",0,203.4,0.522,0.921,10,-4.333,0,0.0366,0.00121,0.645,0.339,0.285,91.967,4
"1294274344",2020-07-05,"Akiko Yano","<U+305F><U+305F><U+3099><U+3044><U+307E><U+306E><U+6B4C> ~<U+3075><U+305F><U+308A><U+307B><U+3099><U+3063><U+3061><U+3066><U+3099><U+884C><U+3053><U+3046>ver.~",33,224.9,0.932,0.296,0,-11.504,1,0.24,0.868,0.00328,0.105,0.568,96.99,4
"thetopher",2020-07-07,"Blanco","Pull Up",51,210.7,0.803,0.427,1,-9.891,0,0.228,0.573,0.000136,0.0987,0.2,130.15,4
"",2020-07-07,"100 gecs","hand crushed by a mallet",63,126.6,0.659,0.473,1,-7.306,0,0.125,0.274,0,0.28,0.788,84.505,4
"andrewjsa",2020-07-07,"Gunna","SKYBOX",57,178.1,0.78,0.635,1,-7.917,1,0.17,0.132,0,0.1,0.371,140.997,4
"1294274344",2020-07-08,"Kenichiro Nishihara","waves",35,259.5,0.8,0.747,10,-7.523,0,0.097,0.549,0.065,0.0843,0.801,97.998,4
"thetopher",2020-07-09,"Squid","Sludge",19,300.8,0.39,0.834,7,-4.944,1,0.0701,0.00489,0.00533,0.118,0.107,129.023,4
"1294274344",2020-07-10,"Men I Trust","Space Is the Place",41,191.6,0.811,0.405,0,-12.005,0,0.0747,0.409,0.81,0.0897,0.0346,92.001,4
"andrewjsa",2020-07-10,"Briston Maroney","Freakin' Out On the Interstate",64,251.9,0.452,0.79,4,-5.01,1,0.0534,0.391,0,0.303,0.362,143.861,4
"1294274344",2020-07-12,"Xenia Rubinos","Pan Y Cafe",13,105.6,0.766,0.592,2,-5.237,1,0.379,0.443,4.7e-06,0.173,0.934,89.649,4
"",2020-07-13,"Dylan Brady","I'll Make You Miss Me All The Time",42,140.8,0.131,0.557,0,-4.813,1,0.0374,0.00152,0.00195,0.31,0.272,84.141,4
"thetopher",2020-07-13,"IDLES","Grounds",29,188.7,0.572,0.538,7,-6.28,0,0.0684,0.00652,0,0.32,0.456,100.993,4
"thetopher",2020-07-15,"Woody Guthrie","Lindbergh",8,190.1,0.606,0.309,2,-13.653,1,0.0346,0.935,0.00903,0.286,0.944,119.253,4
"1294274344",2020-07-16,"Julia Jacklin","Pressure To Party",52,182.3,0.483,0.81,4,-3.949,1,0.0366,0.000124,4.79e-05,0.118,0.382,141.906,4
"thetopher",2020-07-16,"The OBGMs","Not Again",24,140.7,0.463,0.957,2,-4.55,1,0.0491,0.000469,0.00193,0.368,0.663,95.048,4
"andrewjsa",2020-07-22,"Willie Jones","Trainwreck",26,160.5,0.591,0.91,11,-2.782,1,0.0577,0.00948,0,0.351,0.791,135.914,4
"1294274344",2020-07-22,"Parquet Courts","Captive of the Sun",0,168.8,0.542,0.841,2,-4.506,1,0.162,0.0905,0.000856,0.0976,0.594,155.309,4
"thetopher",2020-07-25,"Tangled Hair","Daylight #1",10,297.1,0.369,0.552,1,-9.235,0,0.0385,0.302,0.29,0.0768,0.307,81.585,4
"thetopher",2020-07-27,"Drug Church","But Does It Work?",37,161.2,0.65,0.768,8,-4.198,1,0.0309,0.000794,0,0.0753,0.586,112.045,4
"thetopher",2020-07-30,"mxmtoon","bon iver",0,196.4,0.577,0.652,10,-6.814,1,0.0305,0.591,1.39e-05,0.0979,0.323,149.943,4
"1294274344",2020-08-02,"The Districts","Peaches",29,231.4,0.231,0.917,11,-5.307,0,0.138,0.000148,0.0116,0.127,0.28,137.421,4
"thetopher",2020-08-05,"Crack Cloud","Ouster Stew",27,141.4,0.788,0.747,10,-6.436,1,0.0488,0.0279,0.186,0.214,0.938,140.011,4
"1294274344",2020-08-07,"Future Islands","Walking Through That Door",39,273.5,0.443,0.914,9,-5.364,1,0.087,0.00124,0.831,0.142,0.588,145.023,4
"1294274344",2020-08-10,"William Onyeabor","Atomic Bomb",43,479.5,0.76,0.391,1,-8.73,1,0.0353,0.0286,0.00691,0.0582,0.965,116.873,4
"thetopher",2020-08-11,"The Sound","I Can't Escape Myself",41,235.9,0.766,0.46,1,-12.555,0,0.408,0.0498,0.00885,0.129,0.58,153.335,4
"1294274344",2020-08-11,"Pixies","Is She Weird",0,181.1,0.688,0.561,9,-12.835,1,0.0367,0.0336,4.07e-05,0.144,0.56,110.105,4
"1294274344",2020-08-14,"Ida Cox","Misery Blues",0,193.5,0.548,0.15,0,-13.03,1,0.0555,0.996,0.405,0.271,0.407,80.742,4
"fadedshadow589",2020-11-14,"Big Star","Thirteen",51,154.7,0.457,0.268,0,-14.371,0,0.0319,0.674,5.77e-06,0.11,0.348,117.141,4
"1266464675",2020-11-15,"Modest Mouse","3rd Planet",51,238.5,0.536,0.567,7,-7.512,1,0.113,0.326,1.87e-05,0.109,0.433,82.191,4
"thetopher",2020-11-15,"Dexys Midnight Runners","Come On Eileen",75,287.3,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,4
"1294274344",2020-11-15,"Hop Along","How Simple",0,228.5,0.634,0.716,6,-7.236,1,0.0303,0.0662,0,0.102,0.524,126.939,4
"thetopher",2020-11-15,"Waxahatchee","Fire",31,217.4,0.613,0.454,7,-11.808,1,0.0484,0.681,6.65e-06,0.137,0.196,85.075,4
"andrewjsa",2020-11-15,"Chris Stapleton","You Should Probably Leave",75,213.5,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,4
"1266464675",2020-11-15,"Loretta Lynn","In the Pines",27,187.4,0.647,0.253,0,-11.854,1,0.0378,0.837,2.2e-05,0.129,0.439,123.515,3
"1294274344",2020-11-15,"Bill Callahan","Let's Move To The Country",33,199.1,0.699,0.223,2,-18.095,1,0.0393,0.952,0.42,0.211,0.0833,90.101,4
"fadedshadow589",2020-11-15,"Kitten","Cut It Out",27,208.7,0.386,0.841,7,-6.8,1,0.0487,0.00019,0.0566,0.261,0.511,195.989,4
"riesgovictoria",2020-11-16,"Frank Ocean","Nights",76,307.2,0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815,4
"1266464675",2020-11-16,"Winter","Don't Stay Away",0,162.4,0.438,0.816,11,-8.539,0,0.046,0.298,0.435,0.306,0.279,120.08,4
"1266464675",2020-11-16,"Winter","Expectations / Exigências",0,187.2,0.531,0.748,1,-7.473,1,0.0302,0.173,0.00919,0.182,0.774,117.003,4
"thetopher",2020-11-16,"Heavy Lungs","(A Bit of a) Birthday",35,228.9,0.63,0.681,11,-7.446,1,0.0675,0.00257,0.00355,0.0708,0.49,91.088,4
"fadedshadow589",2020-11-16,"In This Moment","Whore",64,245.5,0.604,0.883,11,-3.821,0,0.047,0.0254,0,0.0813,0.544,90.001,4
"1266464675",2020-11-17,"Anna Calvi","Don’t Beat the Girl out of My Boy",37,244,0.522,0.573,0,-7.109,1,0.027,0.0603,0.00173,0.136,0.267,81.001,4
"andrewjsa",2020-11-17,"The War and Treaty","Five More Minutes",28,223.9,0.608,0.551,4,-8.349,1,0.0298,0.00386,7.76e-05,0.0997,0.297,98.067,4
"1294274344",2020-11-17,"Yves Tumor","Gospel For A New Century",59,198.6,0.565,0.726,0,-6.715,1,0.0548,0.00181,3.06e-06,0.103,0.715,178.078,4
"thetopher",2020-11-17,"Descendents","Suburban Home",55,100.6,0.388,0.771,2,-9.393,1,0.0385,5.46e-05,0,0.359,0.826,99.258,3
"1266464675",2020-11-18,"Fiona Apple","Hot Knife",45,242,0.783,0.464,5,-13.55,0,0.143,0.858,1.37e-05,0.152,0.812,97.499,4
"fadedshadow589",2020-11-18,"Stevie Wonder","Happy Birthday",58,357,0.779,0.571,1,-15.327,1,0.0427,0.00511,1.16e-05,0.0532,0.96,116.197,4
"thetopher",2020-11-19,"Deftones","Knife Prty - Purity Ring Remix",35,268.6,0.306,0.615,8,-10.009,1,0.0562,0.00625,0.00544,0.104,0.0699,122.968,4
"1266464675",2020-11-19,"Gillian Hills","Tut tut tut tut",46,122.8,0.697,0.538,0,-5.748,1,0.0412,0.605,2.83e-06,0.158,0.957,123.559,4
"1294274344",2020-11-19,"MGMT","When You Die",68,263.9,0.645,0.938,11,-4.557,0,0.0391,0.0946,0.0226,0.159,0.495,140.886,4
"fadedshadow589",2020-11-19,"Saosin","You're Not Alone",58,238.1,0.458,0.845,2,-4.384,0,0.0422,0.000948,1.99e-06,0.359,0.175,119.994,4
"thetopher",2020-11-20,"Cap'n Jazz","Take On Me",34,183.2,0.437,0.703,6,-6.958,0,0.0376,0.00104,0.000719,0.0857,0.524,93.134,4
"thetopher",2020-11-20,"Van Morrison","Jackie Wilson Said (I'm in Heaven When You Smile)",51,180.5,0.566,0.688,7,-7.507,1,0.071,0.441,0,0.0553,0.95,147.274,4
"1266464675",2020-11-20,"Nick Hakim","Green Twins",0,216.7,0.414,0.7,1,-6.677,0,0.0442,0.0391,0.000204,0.103,0.0936,79.975,4
"1266464675",2020-11-22,"Josh Turner","Pallbearer",35,272,0.528,0.458,9,-7.378,0,0.0279,0.486,0.0178,0.0671,0.299,96.983,4
"andrewjsa",2020-11-22,"Vincent Neil Emerson","Manhattan Island Serenade",42,161.6,0.571,0.235,7,-13.238,1,0.0327,0.972,0.00444,0.0986,0.497,171.355,4
"1294274344",2020-11-22,"Band of Horses","Throw My Mess",33,193.2,0.682,0.684,2,-7.05,1,0.0269,0.328,1.18e-05,0.0946,0.261,101.939,4
"thetopher",2020-11-22,"Murder By Death","Ditch Lilly",20,202.3,0.474,0.416,0,-11.535,1,0.0321,0.248,0.078,0.145,0.448,85.62,4
"fadedshadow589",2020-11-22,"Uncle Lucius","Keep The Wolves Away",1,275.5,0.682,0.351,1,-10.276,0,0.0318,0.52,0.00059,0.11,0.144,122.207,4
"fadedshadow589",2020-11-23,"Bear's Den","Above The Clouds Of Pompeii",46,279.5,0.59,0.379,4,-12.452,1,0.0329,0.851,0.000979,0.0799,0.138,100.846,4
"andrewjsa",2020-11-23,"Ruston Kelly","Mockingbird",59,277.3,0.474,0.723,10,-4.66,1,0.0354,0.0628,3e-06,0.109,0.239,148.379,4
"1266464675",2020-11-23,"Rubblebucket","Came Out of a Lady",39,260.2,0.814,0.732,11,-6.615,1,0.0525,0.0368,0.0379,0.0809,0.612,119.972,3
"riesgovictoria",2020-11-23,"Microwave","Georgia On My Mind - Acoustic",16,222.8,0.469,0.0875,5,-17.494,0,0.0373,0.794,2.03e-06,0.304,0.157,131.355,4
"1294274344",2020-11-24,"Sun Hotel","Suburb",3,239.5,0.436,0.867,3,-5.14,1,0.0905,0.233,0,0.334,0.488,103.312,4
"thetopher",2020-11-24,"Wailin' Storms","Rattle",28,332.1,0.209,0.867,3,-5.629,0,0.0721,0.000281,0.493,0.0914,0.0791,148.513,4
"andrewjsa",2020-11-25,"The Halluci Nation","Electric Pow Wow Drum",52,219.9,0.658,0.573,3,-5.408,0,0.107,0.023,0.0613,0.0981,0.583,133.442,4
"1266464675",2020-11-25,"Deer Tick","Jumpstarting",31,206.7,0.341,0.937,0,-3.639,1,0.0419,0.00214,0.00398,0.34,0.65,132.659,4
"thetopher",2020-11-26,"Brandtson","Earthquakes and Sharks",35,177,0.655,0.703,1,-5.218,0,0.0296,0.0102,0,0.411,0.893,112.047,4
"thetopher",2020-11-26,"Bon Iver","10 d E A T h b R E a s T <U+2684> <U+2684> - Extended Version",29,178.1,0.662,0.745,8,-7.373,0,0.181,0.303,0.219,0.103,0.577,109.16,4
"andrewjsa",2020-11-28,"SAINt JHN","Back On The Ledge",0,185.6,0.763,0.638,4,-5.766,1,0.054,0.0399,0.00227,0.102,0.162,126.004,4
"1266464675",2020-11-28,"Kings of Leon","Trunk",36,237.3,0.454,0.563,9,-7.994,1,0.0305,0.518,0.698,0.167,0.261,127.488,4
"thetopher",2020-11-29,"Brand New","Be Gone",28,90.1,0.351,0.526,6,-11.614,0,0.102,0.755,0.83,0.107,0.86,88.558,4
"1266464675",2020-11-30,"Robert Plant","Rich Woman",40,243.5,0.729,0.513,10,-9.862,0,0.0579,0.194,0.543,0.222,0.642,127.673,4
"fadedshadow589",2020-11-30,"Andy Black","We Don't Have To Dance",63,193.6,0.535,0.929,8,-4.223,1,0.0958,0.0056,0,0.0925,0.649,146.068,4
"1266464675",2020-11-30,"The Bad Signs","Nine Lives",0,146.8,0.297,0.678,0,-6.94,1,0.0364,0.0191,0.924,0.112,0.415,111.312,3
"1266464675",2020-12-01,"The Clash","Rudie Can't Fail - Remastered",49,208.9,0.636,0.684,6,-9.37,0,0.0596,0.00312,0,0.0402,0.684,96.989,4
"andrewjsa",2020-12-01,"Zach Bryan","November Air",61,243.7,0.429,0.197,3,-9.798,1,0.032,0.774,3.02e-06,0.146,0.197,128.49,4
"thetopher",2020-12-02,"Gravediggaz","Nowhere to Run, Nowhere to Hide",32,210.7,0.707,0.81,6,-7.517,0,0.298,0.486,0,0.575,0.625,91.641,4
"1266464675",2020-12-02,"Hemlock Ernst","Addicted Youth",38,227.1,0.765,0.54,0,-9.022,1,0.148,0.392,0.0483,0.102,0.898,89.89,4
"fadedshadow589",2020-12-03,"Elise Trouw","How to Get What You Want",39,165.8,0.776,0.956,6,-2.964,1,0.073,0.169,0.795,0.903,0.929,150.988,4
"1266464675",2020-12-03,"Jurassic 5","High Fidelity",41,187.5,0.901,0.774,4,-4.023,0,0.247,0.171,0,0.144,0.891,97.088,4
"1294274344",2020-12-04,"Agent Orange","Everything Turns Grey",45,120.2,0.239,0.955,9,-7.829,1,0.0897,0.221,0,0.249,0.508,178.007,4
"1266464675",2020-12-04,"Open Mike Eagle","(How Could Anybody) Feel at Home",43,254,0.623,0.819,7,-6.377,1,0.222,0.121,0.141,0.118,0.705,79.435,4
"1294274344",2020-12-04,"The Bad Plus","Seven Minute Mind",24,337.5,0.463,0.498,0,-8.142,0,0.0286,0.694,0.897,0.0928,0.669,125.356,4
"thetopher",2020-12-05,"Slothrust","7: 30 Am",42,163.9,0.211,0.862,7,-7.935,1,0.0766,7.92e-05,0.000536,0.0924,0.148,204.903,4
"thetopher",2020-12-05,"AG Club","COLUMBIA",51,187.9,0.702,0.697,10,-5.465,0,0.109,0.0144,0,0.119,0.253,113.588,4
"riesgovictoria",2020-12-06,"Ramones","I Don't Want To Grow Up",37,165.4,0.528,0.917,11,-5.465,0,0.038,0.000722,0.0023,0.257,0.55,91.03,4
"1266464675",2020-12-06,"Cigarettes After Sex","Apocalypse",71,290.1,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,4
"thetopher",2020-12-06,"Against Me!","How Low",18,267.3,0.54,0.525,9,-8.696,0,0.0572,0.409,6.81e-06,0.106,0.262,123.259,4
"1266464675",2020-12-07,"JD McPherson","North Side Gal",44,151.5,0.687,0.64,2,-7.799,1,0.0515,0.523,1.32e-06,0.327,0.97,84.965,4
"1294274344",2020-12-07,"Modest Mouse","Tiny Cities Made Of Ashes",41,194.4,0.732,0.812,1,-5.42,1,0.0354,0.0132,0.0151,0.0577,0.825,122.675,4
"thetopher",2020-12-08,"Open Mike Eagle","Death Parade",36,144.1,0.747,0.435,6,-7.722,0,0.321,0.405,0.00894,0.102,0.437,94.959,4
"andrewjsa",2020-12-08,"Pusha T","The Games We Play",60,166.1,0.694,0.796,5,-3.696,1,0.198,0.0713,0.0163,0.096,0.592,78.033,4
"thetopher",2020-12-08,"Bartees Strange","Boomer",42,197.5,0.552,0.956,9,-3.197,1,0.167,0.00169,0,0.359,0.669,159.999,4
"1266464675",2020-12-08,"Röyksopp","Here She Comes Again",0,302.3,0.896,0.381,9,-10.828,0,0.0526,0.42,0.786,0.0999,0.361,128.048,4
"1266464675",2020-12-09,"Richard Hawley","Tonight the Streets Are Ours",50,222.5,0.532,0.686,5,-9.041,1,0.0278,0.00142,0,0.144,0.743,132.031,4
"andrewjsa",2020-12-09,"Peter Cat Recording Co.","Flies",28,396.6,0.261,0.66,2,-7.202,1,0.044,0.456,0.427,0.105,0.193,115.706,3
"1294274344",2020-12-10,"Pavement","Spit on a Stranger",49,184.3,0.275,0.529,2,-11.084,1,0.0377,0.187,0.238,0.116,0.445,164.896,4
"1266464675",2020-12-10,"Blind Boy Fuller","Piccolo Rag",1,171.3,0.71,0.256,2,-11.942,0,0.122,0.972,7.49e-06,0.104,0.843,107.892,4
"fadedshadow589",2020-12-11,"Rainbow Kitten Surprise","Devil Like Me",65,188.3,0.679,0.63,2,-6.83,1,0.158,0.758,7.06e-05,0.111,0.558,123.082,4
"thetopher",2020-12-11,"Prawn","Thalassa",4,150.5,0.521,0.799,5,-5.372,1,0.0286,0.103,0.00233,0.546,0.403,86.075,4
"1266464675",2020-12-11,"Primal Scream","I'm Losing More Than I'll Ever Have",41,308.3,0.525,0.45,7,-10.005,1,0.0247,0.282,0.0136,0.173,0.32,86.155,4
"thetopher",2020-12-13,"Tim Barry","Avoiding Catatonic Surrender",37,216.9,0.419,0.305,9,-6.857,0,0.0388,0.784,0,0.146,0.364,178.628,3
"thetopher",2020-12-12,"Various Artists","Long Way Down - Remix",24,208.8,0.382,0.9,11,-5.606,0,0.0781,0.000119,5.1e-06,0.29,0.606,168.27,4
"1266464675",2020-12-12,"Santigold","I'm A Lady (feat. Trouble Andrew)",38,223.8,0.655,0.715,4,-5.85,1,0.0281,0.13,0.0848,0.0817,0.489,91.995,4
"fadedshadow589",2020-12-13,"Faye Webster","In A Good Way",50,223.5,0.587,0.295,9,-8.284,1,0.03,0.175,0.0233,0.238,0.336,70.82,4
"thetopher",2020-12-13,"Amigo the Devil","Another Man's Grave",41,188.7,0.484,0.352,9,-9.712,1,0.0799,0.654,2.78e-05,0.115,0.186,92.202,3
"1294274344",2020-12-13,"Kurt Vile","I'm an Outlaw",0,261.7,0.768,0.879,5,-7.474,0,0.0272,0.151,0.785,0.0775,0.966,113.698,4
"fadedshadow589",2020-12-14,"Adrianne Lenker","anything",0,202,0.388,0.291,3,-12.952,1,0.0421,0.774,1.93e-05,0.0874,0.51,83.943,4
"thetopher",2020-12-14,"Nicholas Britell","Succession (Main Title Theme)",47,102,0.366,0.471,8,-6.369,1,0.0363,0.000226,0.868,0.0673,0.037,140.142,4
"1266464675",2020-12-15,"A. G. Cook","Crimson and Clover",0,248.2,0.607,0.607,0,-7.754,1,0.0592,0.461,0.00291,0.0824,0.454,160.128,4
"1294274344",2020-12-16,"Slow Pulp","Channel 2",32,145.6,0.408,0.657,11,-6.155,0,0.0351,0.0117,0.226,0.252,0.743,79.892,4
"1266464675",2020-12-17,"The Langley Schools Music Project","Space Oddity",14,326.7,0.426,0.139,0,-19.481,1,0.0424,0.548,0.00185,0.331,0.0965,62.905,4
